FID,nama,kod_sg,hierarki,rizab,jarak,Shape__Length,SHAPE
327,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.467134,467.2704589699175,"{'paths': [[[7857.17349999957, -71954.8720999993], [7892.07349999994, -71969.7920999993], [8000.57349999994, -72000.4821000006], [8039.17360000033, -72016.7020999994], [8117.27359999996, -72048.2421000004], [8203.87359999958, -72081.5721000005], [8223.27359999996, -72087.3921000008], [8229.07359999977, -72090.9921000004], [8234.47360000014, -72094.0220999997], [8239.57359999977, -72096.6120999996], [8244.5736999996, -72098.8021000009], [8264.0736999996, -72107.5420999993], [8269.27369999979, -72109.4520999994], [8273.97369999997, -72110.7120999992], [8295.37370000035, -72109.3720999993]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
328,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.657265,657.0421878766707,"{'paths': [[[9045.37399999984, -72487.4721000008], [9007.57400000002, -72456.2120999992], [8969.67399999965, -72435.0521000009], [8957.67399999965, -72428.3021000009], [8926.37390000001, -72422.7521000002], [8802.07390000019, -72425.7920999993], [8719.17389999982, -72435.4520999994], [8712.97389999963, -72435.1820999999], [8699.07390000019, -72434.9320999999], [8685.87390000001, -72434.1820999999], [8673.47389999963, -72432.9221000001], [8661.67389999982, -72431.1322000008], [8657.17389999982, -72430.2021999992], [8652.57390000019, -72428.9922000002], [8647.77379999962, -72427.4922000002], [8642.77379999962, -72425.6921999995], [8632.17379999999, -72421.1821999997], [8618.27379999962, -72414.4321999997], [8583.37380000018, -72404.1021999996], [8576.27379999962, -72397.3621999994], [8543.37380000018, -72385.0522000007], [8475.4737999998, -72279.4821000006]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
329,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.561994,560.8381319324233,"{'paths': [[[9306.17410000041, -72269.3619999997], [9308.87409999967, -72281.0620000008], [9269.97400000039, -72295.7119999994], [9216.27400000021, -72330.352], [9210.57400000002, -72333.3220000006], [9205.67399999965, -72336.6319999993], [9203.57400000002, -72338.5020000003], [9201.27400000021, -72340.8619999997], [9179.87399999984, -72357.6919999998], [9179.37399999984, -72365.5020000003], [9163.07400000002, -72384.3619999997], [9155.17399999965, -72381.3920000009], [9134.27400000021, -72397.7421000004], [9045.37399999984, -72487.4721000008], [9136.27400000021, -72580.3820999991], [9142.87399999984, -72585.7221000008], [9148.57409999985, -72590.6521000005], [9153.57409999985, -72595.4420999996], [9158.07409999985, -72600.1820999999], [9165.27410000004, -72608.4921000004], [9172.17410000041, -72617.0621000007], [9178.77410000004, -72625.9520999994], [9185.07409999985, -72635.1020999998]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
330,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.400557,399.36436657343177,"{'paths': [[[13343.0725999996, -55969.1054999996], [13299.4726, -56012.1556000002], [13298.7725999998, -56012.9056000002], [13188.7725999998, -56131.4656000007], [13187.7725999998, -56181.2655999996], [13182.0725999996, -56183.5055999998], [13226.6726000002, -56274.9156999998], [13228.4726, -56278.9956999999], [13230.1726000002, -56281.9456999991], [13231.9726, -56284.4657000005], [13236.1726000002, -56289.7257000003]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
331,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.450619,450.115832147109,"{'paths': [[[13066.7725999998, -56449.0558000002], [12920.1725000003, -56477.6358000003], [12876.9725000001, -56487.1657999996], [12873.0724999998, -56489.0057999995], [12869.1725000003, -56491.3357999995], [12838.8724999996, -56526.0757999998], [12787.7725, -56583.5658], [12777.6725000003, -56593.0459000003], [12773.5724999998, -56597.3158999998], [12769.7725, -56601.4858999997], [12706.7725, -56678.1558999997]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
332,Parit MonsunTaman Ungku Tun Aminah,Tiada Mak,Parit Monsun,Parit,0.550146,549.09583288881,"{'paths': [[[11967.1721999999, -56479.2559999991], [11967.3722000001, -56479.4959999993], [11986.9721999997, -56486.3959999997], [12071.2721999995, -56518.6459999997], [12127.6722999997, -56540.0559999999], [12137.5723000001, -56549.2559999991], [12147.1722999997, -56550.0460000001], [12178.9722999996, -56589.1960000005], [12216.7723000003, -56629.7359999996], [12233.6722999997, -56647.0460000001], [12249.9722999996, -56666.3760000002], [12289.4722999996, -56711.8259999994], [12336.2724000001, -56798.3359999992], [12337.3723999998, -56800.3859999999], [12338.7724000001, -56802.4059999995], [12340.4724000003, -56804.4059999995], [12342.5723999999, -56806.3959999997], [12347.6723999996, -56810.3460000008], [12356.1723999996, -56815.8159999996], [12361.9724000003, -56819.2060000002], [12368.0723999999, -56822.1559999995]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
333,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.549058,547.8241069299398,"{'paths': [[[11998.2720999997, -55976.2457999997], [11989.7720999997, -55979.5458000004], [11981.5721000005, -55983.1057999991], [11973.3721000003, -55986.9558000006], [11965.4720999999, -55991.0757999998], [11962.4720999999, -55992.7858000007], [11959.3721000003, -55994.9157999996], [11948.1721000001, -56003.4157999996], [11943.5721000005, -56006.6458000001], [11938.5721000005, -56009.4157999996], [11936.0721000005, -56010.4157999996], [11933.6721000001, -56011.1857999992], [11930.6721000001, -56011.7258000001], [11923.3721000003, -56012.4157999996], [11921.4720999999, -56012.7758000009], [11919.9720999999, -56013.2958000004], [11917.9720999999, -56014.2258000001], [11915.9720999999, -56015.4458000008], [11914.0721000005, -56016.9458000008], [11907.7720999997, -56026.8858000003], [11851.8721000003, -56088.5957999993], [11833.8721000003, -56108.8258999996], [11751.3721000003, -56201.1059000008], [11733.4720999999, -56220.3759000003], [11684.3721000003, -56256.3759000003], [11662.3720000004, -56269.6359000001], [11654.1720000003, -56278.6059000008], [11626.6721000001, -56345.0859999992], [11622.8721000003, -56354.5960000008]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
334,Parit MonsunTaman Skudai Baru 1,Tiada Mak,Parit Monsun,Parit,0.817184,815.979521278639,"{'paths': [[[11622.8721000003, -56354.5960000008], [11617.5721000005, -56368.9959999993], [11588.9720999999, -56439.4759999998], [11579.9720999999, -56462.1960000005], [11579.0721000005, -56465.4759999998], [11495.8720000004, -56547.0261000004], [11459.1720000003, -56584.4960999992], [11456.1720000003, -56622.3860999998], [11455.4720000001, -56629.4860999994], [11293.5719999997, -56699.5461999997], [11159.7719999999, -56758.1261999998], [11143.2719999999, -56765.2061999999], [11029.3718999997, -56826.1762000006], [11017.6719000004, -56831.8961999994]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
335,Parit MonsunTaman Skudai Baru 1,Tiada Mak,Parit Monsun,Parit,0.685962,686.2451274857266,"{'paths': [[[11626.2720999997, -56356.0859999992], [11510.9720000001, -56315.1459999997], [11498.1720000003, -56309.6860000007], [11485.7719999999, -56305.0059999991], [11474.3720000004, -56301.4260000009], [11215.4719000002, -56208.1260000002], [10981.0718, -56122.4260000009]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
336,Parit MonsunTaman Skudai Baru 1,Tiada Mak,Parit Monsun,Parit,0.127849,127.5532967429732,"{'paths': [[[11520.1720000003, -56523.5261000004], [11532.5721000005, -56535.2360999994], [11564.0721000005, -56568.0261000004], [11573.8721000003, -56578.8561000004], [11574.2720999997, -56579.1261], [11578.6721000001, -56583.4461000003], [11600.0721000005, -56606.2960999999], [11603.4720999999, -56609.1161000002], [11608.7720999997, -56615.1761000007]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
337,Parit MonsunTaman Skudai Baru 1,Tiada Mak,Parit Monsun,Parit,0.0538596,53.72096904599481,"{'paths': [[[11575.5721000005, -56661.2260999996], [11571.3721000003, -56651.4960999992], [11541.7720999997, -56620.1360999998]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
338,Parit MonsunTaman Muhibbah (kg Poh Cher Leng),Tiada Mak,Parit Monsun,Parit,0.0994251,98.88955584908177,"{'paths': [[[10776.5717000002, -56058.1060000006], [10782.0717000002, -56083.5859999992], [10790.0717000002, -56115.3460000008], [10787.4716999996, -56115.0759999994], [10786.9716999996, -56115.2559999991], [10783.5717000002, -56115.5559999999], [10782.8717, -56115.7760000005], [10782.3717, -56116.1060000006], [10781.7717000004, -56116.966], [10781.0717000002, -56118.7660000008], [10779.8717, -56121.7960000001], [10779.9716999996, -56147.7360999994]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
339,Parit MonsunTaman Sri Putri,Tiada Mak,Parit Monsun,Parit,0.380815,380.4700410717676,"{'paths': [[[10173.0713999998, -55679.4360000007], [10104.9714000002, -55624.0059999991], [10079.7714, -55602.4159999993], [10012.4714000002, -55592.4159999993], [10001.2714, -55592.4759999998], [9980.27130000014, -55598.1160000004], [9976.17129999958, -55600.3259999994], [9972.07129999995, -55601.6960000005], [9967.37129999977, -55602.7060000002], [9962.67129999958, -55603.3059999999], [9951.47130000032, -55604.3059999999], [9946.07129999995, -55605.1359999999], [9941.37129999977, -55606.4360000007], [9937.27130000014, -55608.2559999991], [9935.57129999995, -55610.6860000007], [9931.57129999995, -55614.7060000002], [9927.37129999977, -55619.1459999997], [9858.97130000032, -55690.9261000007]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
340,Parit MonsunTaman Sri Skudai,Tiada Mak,Parit Monsun,Parit,0.331866,331.6932937474546,"{'paths': [[[9913.77130000014, -55633.5759999994], [9861.47130000032, -55615.5759999994], [9762.47130000032, -55577.7359999996], [9694.77120000031, -55552.1659999993], [9689.07120000012, -55553.9560000002], [9669.97119999956, -55575.3859999999], [9661.27120000031, -55584.3361000009], [9636.97119999956, -55610.2960999999], [9627.17119999975, -55622.0560999997]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
341,Parit MonsunTaman Sri Skudai,Tiada Mak,Parit Monsun,Parit,0.296927,296.2438537831339,"{'paths': [[[9858.97130000032, -55690.9261000007], [9851.17129999958, -55698.7360999994], [9849.57129999995, -55700.5861000009], [9820.87129999977, -55731.0061000008], [9771.47130000032, -55781.9660999998], [9723.97130000032, -55830.9960999992], [9668.57129999995, -55888.1461999994], [9652.97130000032, -55903.8061999995]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
342,Parit MonsunTaman Harmoni 1,Tiada Mak,Parit Monsun,Parit,0.157316,156.56682505019546,"{'paths': [[[10121.3713999996, -55802.2860000003], [10097.8713999996, -55866.9860999994], [10090.6714000003, -55886.9561000001], [10080.4714000002, -55915.6660999991], [10076.6714000003, -55927.1861000005], [10068.5713999998, -55949.6761000007]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
343,Parit MonsunTaman Sri Skudai,Tiada Mak,Parit Monsun,Parit,0.660354,659.5528662679432,"{'paths': [[[9551.57120000012, -55823.8961999994], [9552.27120000031, -55821.2862], [9586.87119999994, -55737.7861000001], [9619.77120000031, -55657.4361000005], [9624.87119999994, -55645.6961000003], [9632.57120000012, -55625.3661000002], [9631.27120000031, -55624.1660999991], [9621.87119999994, -55619.0261000004], [9602.17119999975, -55611.2061000001], [9597.57120000012, -55608.9760999996], [9439.97109999973, -55551.4760999996], [9376.37110000011, -55529.9261000007], [9373.57110000029, -55528.6161000002], [9370.97109999973, -55527.8761], [9364.07110000029, -55527.2061000001], [9312.77109999955, -55547.9561000001], [9226.77109999955, -55555.8260999992], [9222.77109999955, -55557.4160999991], [9210.37110000011, -55560.0161000006]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
344,Parit MonsunTaman Sri Skudai,Tiada Mak,Parit Monsun,Parit,1.28741,1287.0340448581549,"{'paths': [[[11105.2715999996, -54978.0955999997], [10990.9715999998, -55018.6556000002], [10983.8716000002, -55021.9255999997], [10811.2714999998, -55079.4456999991], [10763.3715000004, -55084.2456999999], [10735.0714999996, -55086.1956999991], [10707.6715000002, -55088.1956999991], [10642.2714999998, -55092.9456999991], [10508.8713999996, -55101.6856999993], [10469.5713999998, -55106.0557000004], [10426.2714, -55109.2357000001], [10271.5713, -54957.7357000001], [10265.1712999996, -54951.3556999993], [10250.7713000001, -54937.3957000002], [10150.2713000001, -54839.8657000009], [10148.0713, -54837.5256999992], [10145.6712999996, -54835.5056999996], [10143.2713000001, -54833.8256999999], [10140.6712999996, -54832.4757000003], [10138.5713, -54831.7857000008], [10135.9713000003, -54831.4956999999], [10133.1712999996, -54831.5856999997], [10125.0713, -54832.3657000009], [10091.6711999997, -54818.5256999992], [10026.3711999999, -54816.5956999995], [9972.57120000012, -54764.7957000006]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
345,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.791529,791.1655960324213,"{'paths': [[[13077.3723999998, -55721.9855000004], [12979.7724000001, -55827.1755999997], [12975.6723999996, -55832.2256000005], [12970.5723999999, -55837.7555999998], [12965.5723999999, -55842.4856000002], [12782.4724000003, -55933.9455999993], [12707.8723999998, -55972.0456000008], [12656.2723000003, -55997.8657000009], [12630.3722999999, -56010.5856999997], [12512.6722999997, -56071.2857000008], [12455.0723000001, -56058.9956999999], [12395.7723000003, -56047.3057000004]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
346,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.38617,385.4978905515268,"{'paths': [[[12449.1722999997, -56057.9757000003], [12384.3722999999, -56117.2958000004], [12382.7723000003, -56119.1358000003], [12378.3722999999, -56123.8158], [12343.5723000001, -56155.6057999991], [12249.2721999995, -56244.5857999995], [12158.6721999999, -56310.4258999992]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
347,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.529564,528.582185167884,"{'paths': [[[13472.5725999996, -56027.1555000003], [13458.1726000002, -56018.4454999994], [13444.1726000002, -56009.3754999992], [13431.7725999998, -56002.2654999997], [13413.9726, -55990.8355], [13360.8726000004, -55943.0154999997], [13341.1726000002, -55924.7854999993], [13317.4726, -55903.2054999992], [13241.8724999996, -55832.7054999992], [13207.9725000001, -55801.5954999998], [13194.5724999998, -55789.5354999993], [13143.5724999998, -55741.2754999995], [13097.8723999998, -55699.9955000002], [13077.3723999998, -55721.9855000004]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
348,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.548355,547.3328856258597,"{'paths': [[[12409.9721999997, -55612.8856000006], [12379.0722000003, -55641.2555999998], [12364.1721999999, -55654.1256000008], [12299.9721999997, -55712.3856000006], [12285.2721999995, -55726.0155999996], [12270.6721999999, -55739.1155999992], [12245.1721999999, -55761.8356999997], [12220.4721999997, -55783.8256999999], [12162.6721000001, -55823.2756999992], [12144.7720999997, -55839.6357000005], [12104.3721000003, -55881.4057], [12034.9720999999, -55945.1258000005], [12000.7720999997, -55975.2258000001]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
349,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.930062,928.8851621144099,"{'paths': [[[12632.3722000001, -55408.0354999993], [12596.5722000003, -55425.2255000006], [12569.5722000003, -55434.9655000009], [12529.8722000001, -55471.3055000007], [12468.3722000001, -55528.3155000005], [12413.3722000001, -55578.9056000002], [12327.1721999999, -55654.4956], [12267.3722000001, -55659.1655999999], [12115.8721000003, -55666.9956], [12033.5721000005, -55577.0355999991], [11963.7719999999, -55499.9155999999], [11961.5719999997, -55496.7356000002], [11954.5719999997, -55487.6855999995], [11947.3720000004, -55478.8256000001], [11939.9720000001, -55470.1155999992], [11932.2719999999, -55461.5955999997], [11924.4720000001, -55453.2555999998], [11916.2719999999, -55445.0855999999], [11907.9720000001, -55437.0955999997], [11899.3720000004, -55429.2655999996]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
