FID,nama,kod_sg,hierarki,rizab,jarak,Shape__Length,SHAPE
315,Parit MonsunLeisure Farm,Tiada Mak,Parit Monsun,Parit,0.261731,261.79200256896564,"{'paths': [[[5810.07259999961, -70871.1721000001], [5817.17260000017, -70876.8421], [5824.57259999961, -70881.9021000005], [5832.07259999961, -70886.3620999996], [5839.67260000017, -70890.2221000008], [5842.77259999979, -70891.5220999997], [5845.97259999998, -70892.6220999993], [5849.37260000035, -70893.5021000002], [5852.87260000035, -70894.1820999999], [5856.47259999998, -70894.6621000003], [5860.27259999979, -70894.9320999999], [5864.17260000017, -70895.0021000002], [5868.37260000035, -70894.8820999991], [5876.07259999961, -70894.1820999999], [5884.87260000035, -70892.8321000002], [5893.77259999979, -70891.0621000007], [5918.17260000017, -70885.7321000006], [5925.47259999998, -70884.4021000005], [5931.97259999998, -70883.4620999992], [5939.27259999979, -70882.7820999995], [5945.97259999998, -70882.6320999991], [5952.37260000035, -70882.9921000004], [5958.27259999979, -70883.8620999996], [5965.67260000017, -70885.7321000006], [5973.87260000035, -70888.5521000009], [5981.57259999961, -70891.7020999994], [5999.37270000018, -70899.6220999993], [6008.27269999962, -70903.0721000005], [6016.37270000018, -70905.5921], [6020.1727, -70906.4921000004], [6023.87270000018, -70907.1521000005], [6027.87270000018, -70907.9921000004], [6038.07270000037, -70910.7720999997], [6043.07270000037, -70911.5821000002], [6045.6727, -70911.6120999996], [6047.87270000018, -70911.2221000008], [6049.77269999962, -70910.4620999992], [6051.37270000018, -70909.2620999999], [6053.6727, -70906.4721000008], [6055.57270000037, -70902.9221000001]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
316,Parit MonsunLeisure Farm,Tiada Mak,Parit Monsun,Parit,0.412174,410.60086382111257,"{'paths': [[[5507.37249999959, -70886.0022], [5512.87249999959, -70883.4922000002], [5518.17250000034, -70880.8521999996], [5523.17250000034, -70878.0722000003], [5527.87249999959, -70875.1921999995], [5532.27249999996, -70872.1821999997], [5536.27249999996, -70869.0421999991], [5540.07249999978, -70865.7920999993], [5543.47250000015, -70862.4121000003], [5546.67250000034, -70858.9121000003], [5549.47250000015, -70855.2920999993], [5552.07249999978, -70851.5420999993], [5554.27249999996, -70847.6721000001], [5556.27249999996, -70843.6721000001], [5557.87249999959, -70839.5621000007], [5559.17250000034, -70835.3221000005], [5560.27249999996, -70830.9721000008], [5560.57249999978, -70828.3021000009], [5560.47250000015, -70825.1820999999], [5559.07249999978, -70814.2020999994], [5558.87249999959, -70810.2120999992], [5559.17250000034, -70806.4821000006], [5559.67250000034, -70804.8921000008], [5560.27249999996, -70803.4520999994], [5561.17250000034, -70801.8321000002], [5562.37249999959, -70800.2120999992], [5565.67250000034, -70796.9320999999], [5569.77249999996, -70793.6621000003], [5577.17250000034, -70788.6220999993], [5580.67250000034, -70786.5821000002], [5584.77249999996, -70784.7521000002], [5588.87249999959, -70783.2920999993], [5598.87249999959, -70780.1421000008], [5603.57249999978, -70778.3421], [5607.67250000034, -70776.2221000008], [5611.07249999978, -70773.8121000007], [5613.67250000034, -70771.4221000001], [5616.17250000034, -70768.8021000009], [5618.57249999978, -70765.9921000004], [5620.87249999959, -70763.0220999997], [5622.97250000015, -70759.9520999994], [5624.87249999959, -70756.8321000002], [5626.57249999978, -70753.6721000001], [5627.97250000015, -70750.5320999995], [5629.07249999978, -70747.1020999998], [5629.87249999959, -70743.1020999998], [5630.27249999996, -70738.9121000003], [5631.07249999978, -70727.3121000007], [5631.57249999978, -70723.8921000008], [5632.17250000034, -70720.8921000008], [5633.27249999996, -70717.4221000001], [5634.67250000034, -70713.9021000005], [5636.37249999959, -70710.2820999995], [5638.37249999959, -70706.5220999997], [5643.17250000034, -70699.0521000009], [5653.37249999959, -70684.6020999998], [5657.47250000015, -70678.5021000002], [5661.27249999996, -70671.9420999996], [5663.97250000015, -70665.8520999998], [5666.47250000015, -70659.0420999993], [5668.57249999978, -70652.1521000005], [5670.57249999978, -70645.1720000003], [5672.27249999996, -70638.1119999997], [5673.77249999996, -70630.9920000006], [5674.87249999959, -70623.7819999997], [5675.87249999959, -70616.4920000006], [5676.47250000015, -70609.1219999995], [5676.87249999959, -70601.6720000003], [5677.07249999978, -70594.1420000009], [5676.97250000015, -70586.5319999997], [5676.47250000015, -70578.852], [5675.87249999959, -70571.0820000004], [5674.97250000015, -70563.2420000006], [5673.87249999959, -70555.3220000006], [5672.47250000015, -70547.3120000008]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
317,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.372258,371.5107031505816,"{'paths': [[[12666.4725000001, -56717.3559000008], [12659.5724999998, -56727.3759000003], [12652.3724999996, -56737.0658999998], [12644.9725000001, -56746.4058999997], [12637.1725000003, -56755.4258999992], [12629.0724999998, -56764.1159000006], [12620.6725000003, -56772.4459000006], [12611.9725000001, -56780.4559000004], [12602.9725000001, -56788.1359999999], [12597.0724999998, -56793.3760000002], [12595.2725, -56794.5859999992], [12593.6725000003, -56795.4159999993], [12590.6725000003, -56796.2259999998], [12587.1725000003, -56796.4959999993], [12583.0724999998, -56796.2359999996], [12577.7725, -56795.4159999993], [12573.9725000001, -56794.3760000002], [12570.2725, -56792.6060000006], [12566.4725000001, -56790.1359999999], [12562.7725, -56786.8760000002], [12559.5724999998, -56783.5360000003], [12556.0724999998, -56779.4360000007], [12545.5723999999, -56765.5059999991], [12542.0723999999, -56761.0260000005], [12537.7724000001, -56755.2660000008], [12530.7724000001, -56744.1160000004], [12527.9724000003, -56739.8959999997], [12524.7724000001, -56735.8659000006], [12521.5723999999, -56732.5758999996], [12519.3723999998, -56730.8059], [12514.3723999998, -56727.0758999996], [12512.2724000001, -56725.3059], [12509.2724000001, -56722.1059000008], [12502.3723999998, -56713.3958999999], [12496.0723999999, -56706.6159000006], [12489.7724000001, -56700.4559000004], [12483.6723999996, -56694.8358999994], [12477.6723999996, -56689.7558999993], [12471.5723999999, -56685.1658999994], [12465.4724000003, -56681.0858999994], [12459.4724000003, -56677.4858999997], [12453.3723999998, -56674.3659000006], [12446.5723999999, -56671.5758999996], [12444.1723999996, -56670.4058999997], [12441.0723999999, -56668.5758999996], [12437.8723999998, -56666.4158999994], [12434.7724000001, -56663.9459000006], [12431.5723999999, -56661.1558999997], [12428.4724000003, -56657.7059000004], [12422.3723999998, -56649.4958999995], [12419.6723999996, -56646.5758999996], [12416.4724000003, -56644.0958999991], [12408.7724000001, -56639.1558999997], [12405.7724000001, -56636.6658999994], [12402.2724000001, -56632.8759000003], [12399.1723999996, -56628.7358999997]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
318,Parit MonsunLeisure Farm,Tiada Mak,Parit Monsun,Parit,0.820971,818.1468785988507,"{'paths': [[[5632.17250000034, -70521.9120000005], [5628.57249999978, -70518.5720000006], [5625.27249999996, -70515.1319999993], [5622.37249999959, -70511.5820000004], [5619.77249999996, -70507.932], [5617.67250000034, -70504.182], [5615.77249999996, -70500.3220000006], [5614.27249999996, -70496.3619999997], [5613.17250000034, -70492.2819999997], [5612.77240000013, -70489.8920000009], [5612.57239999995, -70487.2019999996], [5613.57239999995, -70474.5620000008], [5613.47240000032, -70471.5920000002], [5613.17239999957, -70468.9920000006], [5612.17239999957, -70465.4220000003], [5610.67239999957, -70461.5820000004], [5608.77240000013, -70457.7719999999], [5603.07239999995, -70447.5519999992], [5601.57239999995, -70444.3819999993], [5600.47240000032, -70441.4719999991], [5598.37239999976, -70434.0419999994], [5596.87239999976, -70425.5720000006], [5595.77240000013, -70416.6919999998], [5594.07239999995, -70399.1420000009], [5593.07239999995, -70387.7420000006], [5592.37239999976, -70376.1620000005], [5591.87239999976, -70364.432], [5591.77240000013, -70352.5519999992], [5591.87239999976, -70340.5419999994], [5592.37239999976, -70328.4120000005], [5593.07239999995, -70316.1919], [5594.07239999995, -70303.8718999997], [5594.87239999976, -70298.3118999992], [5596.17239999957, -70292.0919000003], [5597.97240000032, -70285.5819000006], [5603.27240000013, -70267.6819000002], [5604.57239999995, -70262.2818999998], [5605.47240000032, -70257.5119000003], [5606.17239999957, -70252.0819000006], [5606.17239999957, -70247.1218999997], [5605.67239999957, -70242.5318999998], [5604.67239999957, -70238.2519000005], [5602.87239999976, -70234.1019000001], [5600.27240000013, -70229.7218999993], [5596.87239999976, -70225.2118999995], [5589.27240000013, -70216.2719000001], [5586.27240000013, -70212.4219000004], [5583.47240000032, -70208.2619000003], [5581.37239999976, -70204.3918999992], [5579.97240000032, -70200.7818999998], [5578.87239999976, -70196.8818999995], [5577.97240000032, -70192.6118999999], [5577.57239999995, -70187.9019000009], [5577.17239999957, -70179.0119000003], [5577.47240000032, -70158.2519000005], [5577.37239999976, -70153.2619000003], [5576.97240000032, -70148.8519000001], [5576.27240000013, -70144.8018999994], [5575.37239999976, -70141.1019000001], [5574.27240000013, -70137.6919], [5572.87239999976, -70134.5418999996], [5570.27240000013, -70129.7818999998], [5567.07239999995, -70124.9919000007], [5563.47240000032, -70120.1418999992], [5559.27240000013, -70115.2218999993], [5554.57239999995, -70110.2218999993], [5549.37239999976, -70105.1218999997], [5543.47240000032, -70099.8618999999], [5536.87239999976, -70094.3118999992], [5530.97240000032, -70089.7118999995], [5524.7723000003, -70085.3018999994], [5518.37229999993, -70081.1218999997], [5511.7723000003, -70077.2018999998], [5504.97229999956, -70073.5919000003], [5497.97229999956, -70070.2918999996], [5491.07230000012, -70067.3118999992], [5483.97229999956, -70064.6819000002], [5478.2723000003, -70062.7818999998], [5472.37229999993, -70061.0819000006], [5466.47229999956, -70059.5819000006], [5460.67229999974, -70058.3419000003], [5456.37229999993, -70057.6819000002], [5451.7723000003, -70057.3818999995], [5446.87229999993, -70057.4219000004], [5441.67229999974, -70057.8319000006], [5431.7723000003, -70059.2519000005], [5408.47229999956, -70063.6619000006], [5402.57230000012, -70064.4718999993], [5397.2723000003, -70064.9219000004], [5391.97229999956, -70064.9818999991], [5387.07230000012, -70064.6218999997], [5382.47229999956, -70063.8118999992], [5378.17229999974, -70062.5719000008], [5373.47229999956, -70060.7719000001], [5368.7723000003, -70058.6118999999], [5363.97229999956, -70056.1218999997], [5359.07230000012, -70053.3118999992], [5354.2723000003, -70050.1919], [5349.37229999993, -70046.7918999996], [5344.67229999974, -70043.1519000009], [5340.07230000012, -70039.2918999996], [5330.07230000012, -70030.9019000009], [5325.07230000012, -70025.9319000002], [5322.97229999956, -70023.4019000009], [5321.17229999974, -70020.9119000006], [5319.87229999993, -70018.4518999998], [5318.87229999993, -70016.0119000003], [5318.37229999993, -70013.6418999992], [5318.17229999974, -70010.9119000006], [5318.37229999993, -70007.7719000001], [5319.2723000003, -69998.2018999998], [5319.2723000003, -69995.2719000001], [5318.87229999993, -69992.7218999993], [5318.07230000012, -69990.1519000009], [5316.67229999974, -69987.3818999995], [5311.57230000012, -69979.0019000005], [5310.07230000012, -69976.2218999993], [5308.97229999956, -69973.8219000008], [5308.2723000003, -69971.5418999996], [5307.57230000012, -69966.7619000003], [5307.2723000003, -69961.5418999996], [5307.57220000029, -69956.0119000003], [5308.27219999954, -69950.3818999995], [5309.3722000001, -69945.4618999995], [5310.97219999973, -69940.6719000004], [5312.8722000001, -69935.9919000007], [5315.3722000001, -69931.4419], [5318.17219999991, -69926.9919000007], [5321.47219999973, -69922.6719000004], [5325.27219999954, -69918.4818999991], [5329.3722000001, -69914.4019000009]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
319,Parit MonsunLeisure Farm,Tiada Mak,Parit Monsun,Parit,0.515782,515.2356359078303,"{'paths': [[[5790.97259999998, -70761.1020999998], [5801.47259999998, -70754.1521000005], [5812.17260000017, -70747.7421000004], [5823.07259999961, -70741.8820999991], [5834.07259999961, -70736.5721000005], [5845.27259999979, -70731.8220000006], [5856.67260000017, -70727.6219999995], [5868.17260000017, -70723.9820000008], [5879.87260000035, -70720.8719999995], [5884.07259999961, -70720.0219999999], [5888.67260000017, -70719.2819999997], [5904.37260000035, -70717.5920000002], [5909.97259999998, -70716.8420000002], [5915.37260000035, -70715.8220000006], [5920.17260000017, -70714.5319999997], [5924.87260000035, -70712.7719999999], [5929.57259999961, -70710.5120000001], [5934.47259999998, -70707.7520000003], [5939.47259999998, -70704.4220000003], [5943.87260000035, -70701.1420000009], [5948.67260000017, -70697.2719999999], [5965.27259999979, -70682.8420000002], [5971.97259999998, -70677.3019999992], [5979.07259999961, -70672.0820000004], [5985.67260000017, -70667.9519999996], [5993.17260000017, -70664.2520000003], [6001.77259999979, -70660.7420000006], [6010.47259999998, -70657.7719999999], [6031.97259999998, -70650.932], [6037.77259999979, -70648.8619999997], [6042.97259999998, -70646.8420000002], [6048.37260000035, -70644.4120000005], [6053.37260000035, -70641.8420000002], [6057.87260000035, -70639.102], [6061.97259999998, -70636.1919999998], [6065.77259999979, -70633.0319999997], [6069.77259999979, -70629.2420000006], [6084.77259999979, -70613.0720000006], [6088.27259999979, -70609.5419999994], [6091.57259999961, -70606.5620000008], [6100.87260000035, -70598.7219999991], [6108.57259999961, -70592.4519999996], [6115.87260000035, -70586.9619999994], [6122.67260000017, -70582.1919], [6129.37260000035, -70577.9419], [6135.97259999998, -70574.2318999991], [6142.37260000035, -70571.0819000006], [6148.77269999962, -70568.4419], [6151.77269999962, -70567.5318999998], [6155.27269999962, -70566.8219000008], [6168.97269999981, -70565.3718999997], [6174.27269999962, -70564.4219000004], [6176.87270000018, -70563.6318999995], [6179.07270000037, -70562.6418999992], [6180.97269999981, -70561.4219000004], [6182.57270000037, -70559.9818999991], [6184.87270000018, -70556.9419], [6186.97269999981, -70552.9419], [6188.87270000018, -70548.0019000005], [6191.07270000037, -70540.9419], [6192.37270000018, -70535.6519000009], [6193.37270000018, -70530.2918999996], [6193.97269999981, -70524.8718999997], [6194.1727, -70519.3519000001], [6193.97269999981, -70513.7519000005], [6193.37270000018, -70508.0819000006], [6192.37270000018, -70502.3319000006], [6191.07270000037, -70496.4818999991]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
320,Parit MonsunLeisure Farm,Tiada Mak,Parit Monsun,Parit,0.0788671,78.44541825047646,"{'paths': [[[5390.87249999959, -70985.5022], [5390.67250000034, -70991.5022], [5390.67250000034, -70997.4421999995], [5390.87249999959, -71003.3322000001], [5391.27249999996, -71009.1821999997], [5391.97250000015, -71014.9822000004], [5392.77249999996, -71020.7222000007], [5393.87249999959, -71026.4221999999], [5395.17250000034, -71032.0822000001], [5397.17250000034, -71039.6221999992], [5399.67250000034, -71047.0622000005], [5402.47250000015, -71054.4321999997], [5405.67250000034, -71061.7222000007]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
321,Parit MonsunTaman Sri Putri,Tiada Mak,Parit Monsun,Parit,0.098582,98.38385404595454,"{'paths': [[[10280.3715000004, -55768.2559999991], [10251.1715000002, -55775.8760000002], [10209.0714999996, -55824.1459999997], [10205.6715000002, -55826.5360000003]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
322,Parit MonsunTaman Mutiara Rini,Tiada Mak,Parit Monsun,Parit,0.326394,325.6563441661158,"{'paths': [[[7535.27109999955, -58860.4076000005], [7308.9709999999, -59094.5877]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
323,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.833229,831.2250940957705,"{'paths': [[[6934.17300000042, -71144.182], [6938.37299999967, -71142.8019999992], [6942.37299999967, -71141.2119999994], [6946.07299999986, -71139.4220000003], [6949.67300000042, -71137.4120000005], [6952.97300000023, -71135.1919999998], [6956.07299999986, -71132.7420000006], [6958.97300000023, -71130.102], [6961.67300000042, -71127.2520000003], [6963.97300000023, -71124.2219999991], [6966.27300000004, -71120.5319999997], [6968.27300000004, -71116.5720000006], [6972.27300000004, -71108.1919999998], [6973.97300000023, -71104.432], [6975.57299999986, -71100.4419999998], [6978.47300000023, -71091.5620000008], [6981.07299999986, -71081.4920000006], [6985.47300000023, -71060.3619999997], [6987.57299999986, -71051.3920000009], [6990.27300000004, -71042.1219999995], [6993.47300000023, -71034.102], [6995.47300000023, -71030.0120000001], [6997.97300000023, -71025.5819000006], [7008.07299999986, -71010.4518999998], [7011.67300000042, -71004.3618999999], [7013.37299999967, -71001.0618999992], [7014.77300000004, -70997.8818999995], [7015.87299999967, -70994.8018999994], [7016.67300000042, -70991.7719000001], [7017.67300000042, -70986.9718999993], [7018.37299999967, -70982.5019000005], [7018.77300000004, -70978.4419], [7018.77300000004, -70974.8419000003], [7018.57299999986, -70971.7918999996], [7017.87299999967, -70968.9419], [7016.67300000042, -70966.2619000003], [7015.07299999986, -70963.7519000005], [7013.07299999986, -70961.4319000002], [7010.67300000042, -70959.2419000007], [7007.67300000042, -70957.1919], [7004.27300000004, -70955.2719000001], [6997.87299999967, -70952.4219000004], [6989.77300000004, -70949.7218999993], [6981.37299999967, -70947.3918999992], [6958.67300000042, -70941.7018999998], [6952.27300000004, -70939.8519000001], [6946.67300000042, -70938.0418999996], [6940.97300000023, -70935.8219000008], [6935.97300000023, -70933.4818999991], [6931.57299999986, -70930.9818999991], [6927.77300000004, -70928.2619000003], [6924.87299999967, -70926.0719000008], [6917.17300000042, -70920.9119000006], [6913.67300000042, -70918.1519000009], [6911.97300000023, -70916.4618999995], [6910.57299999986, -70914.7818999998], [6909.47300000023, -70913.0719000008], [6908.77300000004, -70911.3319000006], [6908.07299999986, -70908.3818999995], [6907.77300000004, -70904.8118999992], [6908.07299999986, -70900.6819000002], [6908.77300000004, -70894.3918999992], [6909.67300000042, -70889.2918999996], [6911.37299999967, -70884.1318999995], [6913.77300000004, -70878.8718999997], [6916.97300000023, -70873.4119000006], [6920.27300000004, -70868.5819000006], [6924.37299999967, -70863.3319000006], [6938.07299999986, -70847.0119000003], [6942.57299999986, -70841.4718999993], [6947.27300000004, -70836.0219000001], [6952.97300000023, -70830.3618999999], [6959.17300000042, -70825.0318999998], [6975.27300000004, -70811.7118999995], [6979.67300000042, -70807.7118999995], [6983.47300000023, -70803.9919000007], [6987.37299999967, -70799.6019000001], [6990.67300000042, -70795.2619000003], [6993.37299999967, -70790.8918999992], [6995.57299999986, -70786.4319000002], [6996.97300000023, -70781.9219000004], [6999.77300000004, -70770.5819000006], [7000.67300000042, -70767.7218999993], [7001.87299999967, -70765.2719000001], [7003.07299999986, -70763.5019000005], [7004.57299999986, -70761.6619000006], [7012.07299999986, -70754.2419000007], [7013.57299999986, -70752.3219000008], [7014.57299999986, -70750.4617999997], [7015.37299999967, -70748.4318000004], [7015.97300000023, -70746.2317999993], [7016.87299999967, -70741.1918000001], [7017.07299999986, -70735.4517999999], [7016.67300000042, -70729.2718000002], [7016.27300000004, -70726.6818000004], [7015.57299999986, -70724.1118000001], [7014.57299999986, -70721.5818000007], [7013.27300000004, -70719.0717999991], [7011.67300000042, -70716.5818000007], [7009.77300000004, -70714.1217999998], [7007.47300000023, -70711.6618000008], [7004.97300000023, -70709.1918000001], [6999.97300000023, -70705.0118000004], [6993.77300000004, -70700.5717999991], [6987.47300000023, -70696.4617999997], [6972.57299999986, -70687.2418000009], [6965.87299999967, -70682.7117999997], [6954.87299999967, -70675.0318], [6945.37289999984, -70668.8717999998], [6936.37289999984, -70663.6918000001], [6927.77290000021, -70659.4318000004], [6924.07290000003, -70657.8618000001], [6919.87289999984, -70656.3618000001], [6898.9729000004, -70650.2418000009], [6893.9729000004, -70648.5218000002], [6889.67289999966, -70646.7317999993], [6885.57290000003, -70644.6918000001], [6881.4729000004, -70642.3117999993], [6877.37289999984, -70639.5417999998], [6873.17289999966, -70636.3717999998], [6868.87289999984, -70632.8017999995], [6864.17289999966, -70628.6417999994], [6845.77290000021, -70611.0018000007], [6837.67289999966, -70603.7017999999], [6832.9729000004, -70600.0118000004], [6828.57290000003, -70596.8117999993], [6824.17289999966, -70594.0517999995], [6819.77290000021, -70591.7017999999], [6812.07290000003, -70588.0717999991], [6804.27290000021, -70584.7618000004], [6796.27290000021, -70581.7317999993], [6788.07290000003, -70579.0018000007]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
324,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.2578,257.04693529903574,"{'paths': [[[7194.57320000045, -71442.6421000008], [7189.17320000008, -71441.5320999995], [7184.07320000045, -71440.1220999993], [7179.2731999997, -71438.4420999996], [7174.57320000045, -71436.4620999992], [7170.17320000008, -71434.2020999994], [7166.07320000045, -71431.6621000003], [7162.17320000008, -71428.8321000002], [7158.57320000045, -71425.7120999992], [7154.97319999989, -71421.8820999991], [7151.47310000006, -71417.0921], [7148.27309999987, -71411.9021000005], [7141.67310000025, -71400.3121000007], [7135.27309999987, -71389.2120999992], [7130.17310000025, -71379.6020999998], [7125.97310000006, -71370.6620000005], [7122.57309999969, -71362.2219999991], [7121.27309999987, -71358.1720000003], [7120.17310000025, -71353.852], [7119.37310000043, -71349.2019999996], [7118.77309999987, -71344.1319999993], [7118.27309999987, -71334.6720000003], [7117.77309999987, -71312.2719999999], [7117.37310000043, -71306.602], [7116.77309999987, -71301.5519999992], [7115.97310000006, -71296.6319999993], [7114.97310000006, -71292.0920000002], [7113.57309999969, -71287.8420000002], [7111.97310000006, -71283.8819999993], [7108.47310000006, -71276.1620000005], [7106.27309999987, -71271.7819999997], [7103.87310000043, -71267.9519999996], [7101.37310000043, -71264.8420000002], [7098.87310000043, -71262.352], [7096.27309999987, -71260.0519999992], [7093.57309999969, -71258.0419999994], [7090.77309999987, -71256.3819999993], [7087.77309999987, -71254.8819999993], [7084.67310000025, -71253.6520000007], [7081.37310000043, -71252.7219999991], [7078.07309999969, -71252.0319999997], [7074.57309999969, -71251.6420000009], [7070.87310000043, -71251.5219999999], [7067.17310000025, -71251.6919999998], [7063.27309999987, -71252.1319999993]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
325,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.71043,709.0391366051015,"{'paths': [[[6631.47300000023, -71745.3923000004], [6632.37299999967, -71749.6922999993], [6633.37299999967, -71753.8422999997], [6634.67300000042, -71757.8023000006], [6636.17300000042, -71761.6122999992], [6637.87299999967, -71765.2223000005], [6639.77300000004, -71768.6623], [6641.87299999967, -71771.9322999995], [6644.17300000042, -71775.0122999996], [6645.57299999986, -71776.5922999997], [6647.17300000042, -71778.0723000001], [6651.07299999986, -71780.8923000004], [6655.77300000004, -71783.5222999994], [6666.17300000042, -71788.3823000006], [6670.57299999986, -71790.6122999992], [6674.77300000004, -71793.3123000003], [6678.07309999969, -71796.1822999995], [6680.47310000006, -71798.9422999993], [6682.87310000043, -71802.2522999998], [6691.07309999969, -71816.0723000001], [6693.07309999969, -71819.0623000003], [6694.97310000006, -71821.5922999997], [6698.77309999987, -71825.7123000007], [6703.37310000043, -71829.9322999995], [6708.17310000025, -71833.6822999995], [6719.67310000025, -71842.2022999991], [6725.07309999969, -71846.6122999992], [6729.57309999969, -71851.0322999991], [6733.07309999969, -71855.4522999991], [6735.77309999987, -71859.8223000001], [6738.37310000043, -71865.0022999998], [6740.57309999969, -71870.4623000007], [6746.17310000025, -71885.4322999995], [6748.07309999969, -71889.7822999991], [6750.07309999969, -71893.5623000003], [6752.37310000043, -71897.5523000006], [6754.97310000006, -71901.6022999994], [6761.17310000025, -71910.0222999994], [6768.17310000025, -71918.3723000009], [6782.47310000006, -71934.3023000006], [6788.27309999987, -71941.0022999998], [6793.97310000006, -71948.2223000005], [6798.67310000025, -71954.9322999995], [6804.97310000006, -71964.6523000002], [6809.27309999987, -71971.8823000006], [6811.27309999987, -71975.9422999993], [6813.07309999969, -71980.5022999998], [6814.57309999969, -71985.6122999992], [6815.87310000043, -71991.3622999992], [6816.77309999987, -71996.7622999996], [6817.57309999969, -72002.9222999997], [6819.67310000025, -72024.0822999999], [6820.57309999969, -72031.7522999998], [6821.77309999987, -72039.1623], [6823.37310000043, -72045.3322999999], [6824.47310000006, -72048.6323000006], [6825.77309999987, -72051.6022999994], [6827.17310000025, -72054.2223000005], [6828.77309999987, -72056.5423000008], [6830.47319999989, -72058.5723000001], [6832.37320000026, -72060.2923000008], [6834.47319999989, -72061.7323000003], [6836.87320000026, -72062.8923000004], [6839.97319999989, -72063.9823000003], [6843.47319999989, -72064.8223000001], [6847.37320000026, -72065.4222999997], [6851.87320000026, -72065.7722999994], [6861.57320000045, -72065.8322999999], [6879.17320000008, -72065.0022999998], [6890.07320000045, -72064.3723000009], [6900.87320000026, -72063.2923000008], [6911.57320000045, -72061.7822999991], [6921.97319999989, -72059.8322999999], [6931.97319999989, -72057.4723000005], [6941.57320000045, -72054.7123000007], [6950.87320000026, -72051.5822999999], [6959.67320000008, -72048.0723000001], [6963.7731999997, -72046.0822999999], [6967.97319999989, -72043.7423], [6972.2731999997, -72041.0122999996], [6976.67320000008, -72037.8923000004], [6981.37320000026, -72034.2022999991], [6986.47319999989, -72029.8823000006], [7006.7731999997, -72011.1523000002], [7015.87320000026, -72003.3723000009], [7021.07320000045, -71999.4623000007], [7026.07320000045, -71996.1323000006], [7030.97319999989, -71993.2822999991], [7035.87320000026, -71990.9123], [7039.57320000045, -71989.4123], [7043.97319999989, -71987.9823000003], [7058.87320000026, -71984.0723000001], [7064.2731999997, -71982.4322999995], [7069.47319999989, -71980.4522999991], [7073.87320000026, -71978.2123000007], [7076.67320000008, -71976.3622999992], [7079.47319999989, -71973.9222999997], [7088.47319999989, -71964.4422999993], [7091.87320000026, -71961.1722999997], [7093.7731999997, -71959.7323000003], [7095.67320000008, -71958.5623000003], [7097.47319999989, -71957.6822999995], [7099.37320000026, -71957.0322999991], [7104.2731999997, -71956.0423000008], [7109.47319999989, -71955.7123000007], [7114.87320000026, -71956.0423000008], [7120.47319999989, -71957.0322999991]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
326,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.170737,170.69436111492726,"{'paths': [[[7114.17320000008, -71952.8123000003], [7116.17320000008, -71957.0222999994], [7118.37320000026, -71961.0222999994], [7120.67320000008, -71964.8023000006], [7123.2731999997, -71968.3522999994], [7125.97319999989, -71971.6822999995], [7128.97319999989, -71974.7923000008], [7132.07320000045, -71977.6722999997], [7135.2731999997, -71980.3223000001], [7139.17320000008, -71982.9023000002], [7143.67320000008, -71985.3723000009], [7148.87320000026, -71987.7923000008], [7156.47329999972, -71990.9123], [7161.17329999991, -71992.5022999998], [7166.17329999991, -71993.6822999995], [7171.67329999991, -71994.4522999991], [7177.57330000028, -71994.8123000003], [7182.77329999954, -71994.8223000001], [7188.67329999991, -71994.6022999994], [7214.67329999991, -71992.7722999994], [7220.97329999972, -71992.6623], [7226.67329999991, -71992.8721999992], [7231.87330000009, -71993.4421999995], [7236.67329999991, -71994.3421999998], [7241.17329999991, -71995.6221999992], [7245.37330000009, -71997.2522], [7250.27329999954, -71999.5622000005], [7255.07330000028, -72002.1021999996], [7259.77329999954, -72004.8521999996], [7264.47329999972, -72007.8222000003]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
